"subscription_id","customer_id","plan_name","monthly_fee","status","start_date","discount_percent"
1839,nBPY4S,Roam,80,Active,"2023-01-01",20
1840,YDPysA,Residential,120,Active,"2023-01-01",0
1841,pugPJb,Residential,120,Active,"2023-01-01",5
1842,PkwBM2,Roam,80,Active,"2023-01-01",10
1843,pFfJc6,Residential,120,Active,"2023-01-01",20
1844,eBgroJ,Residential,120,Active,"2023-01-01",0
1845,URoa9b,Mini,50,Active,"2023-01-01",5
1846,jThSH8,Roam,80,Active,"2023-01-01",10
1847,ZxBUTx,Roam,80,Paused,"2023-01-01",20
1848,DHSM00,Residential,120,Active,"2023-01-01",0
1849,mbksf0,Residential,120,Active,"2023-01-01",5
1850,ovC3ku,Residential,120,Active,"2023-01-01",10
1851,x3THtN,Mini,50,Active,"2023-01-01",20
1852,obImT2,Residential,120,Active,"2023-01-01",0
1853,TYKUwA,Residential,120,Active,"2023-01-01",5
1854,qQS7PJ,Business,250,Active,"2023-01-01",10
1855,HHn9sE,Residential,120,Active,"2023-01-01",20
1856,"2ZQsQQ",Residential,120,Active,"2023-01-01",0
1857,NXbpkS,Residential,120,Active,"2023-01-01",5
1858,PO82zp,Residential,120,Cancelled,"2023-01-01",10
1859,SzaMnw,Residential,120,Active,"2023-01-01",20
1860,hgquLX,Residential,120,Active,"2023-01-01",0
1861,"8IUmMX",Roam,80,Cancelled,"2023-01-01",5
1862,ZQSFAM,Mini,50,Paused,"2023-01-01",10
1863,MdnIjx,Residential,120,Active,"2023-01-01",20
1864,E5crx6,Residential,120,Cancelled,"2023-01-01",0
1865,tqR8rL,Residential,120,Active,"2023-01-01",5
1866,Urs8ql,Business,250,Paused,"2023-01-01",10
1867,gY1lJ1,Mini,50,Cancelled,"2023-01-01",20
1868,rAs5jL,Residential,120,Active,"2023-01-01",0
1869,pQCcLI,Residential,120,Paused,"2023-01-01",5
1870,H0Dr9k,Roam,80,Active,"2023-01-01",10
1871,"4ldFMo",Residential,120,Paused,"2023-01-01",20
1872,GdqjeR,Business,250,Active,"2023-01-01",0
1873,dMOTG1,Roam,80,Paused,"2023-01-01",5
1874,Dp6cTq,Residential,120,Active,"2023-01-01",10
1875,j9BDxx,Residential,120,Active,"2023-01-01",20
1876,Pllyf2,Roam,80,Active,"2023-01-01",0
1877,Olun1k,Roam,80,Active,"2023-01-01",5
1878,zNEMr7,Residential,120,Active,"2023-01-01",10
1879,MSmoqa,Roam,80,Active,"2023-01-01",20
1880,cFOAs0,Residential,120,Active,"2023-01-01",0
1881,OyOZvF,Residential,120,Active,"2023-01-01",5
1882,"2Aw5Ny",Residential,120,Active,"2023-01-01",10
1883,BiDPgd,Roam,80,Active,"2023-01-01",20
1884,"8t0wQp",Roam,80,Active,"2023-01-01",0
1885,VMCBzC,Roam,80,Active,"2023-01-01",5
1886,je1S1u,Residential,120,Active,"2023-01-01",10
1887,znCwg7,Business,250,Cancelled,"2023-01-01",20
1888,"71gMVw",Residential,120,Active,"2023-01-01",0
1889,ZektUJ,Roam,80,Active,"2023-01-01",5
1890,"3rd8R5",Roam,80,Active,"2023-01-01",10
1891,fwR2El,Business,250,Active,"2023-01-01",20
1892,LjPXRL,Residential,120,Active,"2023-01-01",0
1893,"9LSBCX",Residential,120,Active,"2023-01-01",5
1894,WwZHjC,Roam,80,Active,"2023-01-01",10
1895,a5F2j7,Residential,120,Active,"2023-01-01",20
1896,fucGWu,Roam,80,Cancelled,"2023-01-01",0
1897,j8G8hn,Mini,50,Active,"2023-01-01",5
1898,xdn1m9,Business,250,Active,"2023-01-01",10
1899,"9s8OrJ",Residential,120,Active,"2023-01-01",20
1900,sTCT9p,Residential,120,Active,"2023-01-01",0
1901,lZjPi1,Roam,80,Active,"2023-01-01",5
1902,"9aDaI4",Roam,80,Paused,"2023-01-01",10
1903,Ul9k1y,Roam,80,Active,"2023-01-01",20
1904,MYuyXT,Residential,120,Cancelled,"2023-01-01",0
1905,SWDeJ7,Residential,120,Active,"2023-01-01",5
1906,eJIBZQ,Roam,80,Active,"2023-01-01",10
1907,JcLNUc,Roam,80,Active,"2023-01-01",20
1908,Pz3nuL,Residential,120,Active,"2023-01-01",0
1909,"2y5z5m",Business,250,Active,"2023-01-01",5
1910,FyUdoF,Residential,120,Active,"2023-01-01",10
1911,xrFM1c,Mini,50,Active,"2023-01-01",20
1912,jQ8RNC,Residential,120,Active,"2023-01-01",0
1913,XF388W,Business,250,Active,"2023-01-01",5
1914,pSfk92,Residential,120,Active,"2023-01-01",10
1915,IXkGbo,Residential,120,Active,"2023-01-01",20
1916,P5J3Ib,Mini,50,Cancelled,"2023-01-01",0
1917,SSCyU5,Business,250,Active,"2023-01-01",5
1918,BbPNnR,Business,250,Paused,"2023-01-01",10
1919,ezOSTy,Residential,120,Active,"2023-01-01",20
1920,e1IgyH,Mini,50,Active,"2023-01-01",0
1921,"6Pp5je",Residential,120,Active,"2023-01-01",5
1922,B4CiC8,Roam,80,Active,"2023-01-01",10
1923,MXT29R,Mini,50,Active,"2023-01-01",20
1924,M1cDAY,Residential,120,Active,"2023-01-01",0
1925,jgHxcF,Residential,120,Active,"2023-01-01",5
1926,QrE4p4,Business,250,Active,"2023-01-01",10
1927,r1PVjf,Roam,80,Active,"2023-01-01",20
1928,"6PqjYT",Business,250,Active,"2023-01-01",0
1929,K0ZDgV,Residential,120,Active,"2023-01-01",5
1930,n5AGPw,Business,250,Active,"2023-01-01",10
1931,Q48PjB,Residential,120,Active,"2023-01-01",20
1932,BTV0O2,Residential,120,Active,"2023-01-01",0
1933,B0UhiL,Residential,120,Active,"2023-01-01",5
1934,fuDN9X,Residential,120,Active,"2023-01-01",10
1935,vSvSWr,Roam,80,Active,"2023-01-01",20
1936,DdQmWT,Residential,120,Active,"2023-01-01",0
1937,"7rLm5J",Residential,120,Active,"2023-01-01",5
1938,n1iohi,Residential,120,Active,"2023-01-01",10
1939,z8uwfe,Residential,120,Active,"2023-01-01",20
1940,eCbY9d,Residential,120,Active,"2023-01-01",0
1941,y1JEIO,Residential,120,Active,"2023-01-01",5
1942,CIFFpn,Residential,120,Active,"2023-01-01",10
1943,Ybnm72,Roam,80,Active,"2023-01-01",20
1944,VYYf8W,Residential,120,Active,"2023-01-01",0
1945,qQPonE,Residential,120,Active,"2023-01-01",5
1946,gqstIQ,Roam,80,Active,"2023-01-01",10
1947,h9quNO,Roam,80,Active,"2023-01-01",20
1948,RgSRcY,Roam,80,Active,"2023-01-01",0
1949,jMp7gb,Roam,80,Active,"2023-01-01",5
1950,zc5L2l,Business,250,Active,"2023-01-01",10
1951,QPTrye,Residential,120,Active,"2023-01-01",20
1952,Lt8BIs,Mini,50,Active,"2023-01-01",0
1953,dviPzU,Residential,120,Active,"2023-01-01",5
1954,"5ydce7",Residential,120,Active,"2023-01-01",10
1955,ozSSz6,Residential,120,Paused,"2023-01-01",20
1956,Gg1HE1,Residential,120,Active,"2023-01-01",0
1957,joeI2v,Residential,120,Active,"2023-01-01",5
1958,LcrDcR,Roam,80,Active,"2023-01-01",10
1959,PvYZwk,Residential,120,Active,"2023-01-01",20
1960,GM7rdz,Residential,120,Active,"2023-01-01",0
1961,KXbCms,Residential,120,Paused,"2023-01-01",5
1962,mSjjlm,Roam,80,Cancelled,"2023-01-01",10
1963,YZI489,Residential,120,Active,"2023-01-01",20
1964,hRN1ZZ,Residential,120,Active,"2023-01-01",0
1965,FYrsK9,Mini,50,Cancelled,"2023-01-01",5
1966,GsB4Dj,Residential,120,Active,"2023-01-01",10
1967,rAwuwt,Residential,120,Active,"2023-01-01",20
1968,qlRtva,Roam,80,Active,"2023-01-01",0
1969,"2ZCh2h",Residential,120,Active,"2023-01-01",5
1970,v5Hn9o,Residential,120,Active,"2023-01-01",10
1971,P7JwxM,Mini,50,Active,"2023-01-01",20
1972,"8FvBB5",Mini,50,Active,"2023-01-01",0
1973,lFRXgd,Residential,120,Active,"2023-01-01",5
1974,"8jYPIK",Mini,50,Active,"2023-01-01",10
1975,tUM8qB,Roam,80,Active,"2023-01-01",20
1976,Wrzx7I,Residential,120,Active,"2023-01-01",0
1977,yaWLeP,Roam,80,Active,"2023-01-01",5
1978,tFAq4G,Roam,80,Paused,"2023-01-01",10
1979,mCISZv,Residential,120,Active,"2023-01-01",20
1980,XUbxtq,Roam,80,Cancelled,"2023-01-01",0
1981,UfiSDn,Residential,120,Active,"2023-01-01",5
1982,b0ioGY,Mini,50,Active,"2023-01-01",10
1983,"9vWsrH",Business,250,Active,"2023-01-01",20
1984,xaA7wh,Roam,80,Active,"2023-01-01",0
1985,"1EkGk3",Mini,50,Active,"2023-01-01",5
1986,vKDPgd,Residential,120,Active,"2023-01-01",10
1987,JEUs6z,Roam,80,Paused,"2023-01-01",20
1988,EVICRj,Residential,120,Active,"2023-01-01",0
1989,"9OBGhn",Roam,80,Active,"2023-01-01",5
1990,A9b8IE,Residential,120,Active,"2023-01-01",10
1991,Dww6f9,Roam,80,Cancelled,"2023-01-01",20
1992,yVVoiW,Roam,80,Cancelled,"2023-01-01",0
1993,rRXrb4,Residential,120,Active,"2023-01-01",5
1994,JzxhN1,Residential,120,Active,"2023-01-01",10
1995,zp2bjC,Residential,120,Active,"2023-01-01",20
1996,blsvC7,Residential,120,Cancelled,"2023-01-01",0
1997,xk1Jfu,Business,250,Cancelled,"2023-01-01",5
1998,CROQ0a,Roam,80,Cancelled,"2023-01-01",10
1999,KjJa8c,Residential,120,Active,"2023-01-01",20
2000,UQvOwh,Residential,120,Active,"2023-01-01",0
2001,giDo1r,Residential,120,Active,"2023-01-01",5
2002,bF5276,Residential,120,Active,"2023-01-01",10
2003,JCCw4V,Residential,120,Active,"2023-01-01",20
2004,"78vvGO",Residential,120,Active,"2023-01-01",0
2005,"6yWIfH",Mini,50,Active,"2023-01-01",5
2006,fCcGOt,Residential,120,Active,"2023-01-01",10
2007,FylkQ3,Residential,120,Paused,"2023-01-01",20
2008,JndNud,Residential,120,Active,"2023-01-01",0
2009,YHBhlB,Residential,120,Active,"2023-01-01",5
2010,"1iA0dN",Residential,120,Paused,"2023-01-01",10
2011,uxffXa,Roam,80,Active,"2023-01-01",20
2012,OvacuZ,Business,250,Paused,"2023-01-01",0
2013,ECoxga,Residential,120,Paused,"2023-01-01",5
2014,"9PlX7w",Residential,120,Active,"2023-01-01",10
2015,JOxYh3,Residential,120,Active,"2023-01-01",20
2016,uMt6kj,Mini,50,Active,"2023-01-01",0
2017,lzJz6R,Roam,80,Active,"2023-01-01",5
2018,GhtGZe,Business,250,Active,"2023-01-01",10
2019,UdFgO0,Roam,80,Active,"2023-01-01",20
2020,fcgAL0,Residential,120,Active,"2023-01-01",0
2021,md6Rni,Residential,120,Active,"2023-01-01",5
2022,FAI38d,Roam,80,Active,"2023-01-01",10
2023,mOlUBl,Residential,120,Active,"2023-01-01",20
2024,NbMuMv,Roam,80,Active,"2023-01-01",0
2025,vLjewC,Roam,80,Active,"2023-01-01",5
2026,XnGBB1,Mini,50,Active,"2023-01-01",10
2027,mSYIlc,Residential,120,Active,"2023-01-01",20
2028,Vy62WH,Residential,120,Paused,"2023-01-01",0
2029,UnAvwS,Business,250,Active,"2023-01-01",5
2030,mHnEJK,Residential,120,Active,"2023-01-01",10
2031,Vw0NJZ,Roam,80,Active,"2023-01-01",20
2032,MPYoT5,Roam,80,Active,"2023-01-01",0
2033,zLhe9H,Roam,80,Active,"2023-01-01",5
2034,zGGSuu,Residential,120,Active,"2023-01-01",10
2035,i3hI7J,Residential,120,Active,"2023-01-01",20
2036,kYqcDD,Mini,50,Active,"2023-01-01",0
2037,dVvmVx,Residential,120,Active,"2023-01-01",5
2038,IeJxcf,Residential,120,Active,"2023-01-01",10
2039,ezzTT0,Residential,120,Cancelled,"2023-01-01",20
2040,Q6xVJG,Roam,80,Active,"2023-01-01",0
2041,"9DQYTw",Business,250,Active,"2023-01-01",5
2042,B3Kuqy,Residential,120,Active,"2023-01-01",10
2043,"8215sA",Residential,120,Active,"2023-01-01",20
2044,RjWI3K,Mini,50,Paused,"2023-01-01",0
2045,m7N72Q,Residential,120,Cancelled,"2023-01-01",5
2046,"25ewrM",Residential,120,Active,"2023-01-01",10
2047,YgQn85,Residential,120,Active,"2023-01-01",20
2048,LEkL0K,Residential,120,Active,"2023-01-01",0
2049,wInv6T,Residential,120,Active,"2023-01-01",5
2050,e5fOhW,Mini,50,Active,"2023-01-01",10
2051,"8SBRQT",Roam,80,Active,"2023-01-01",20
2052,O37d0w,Business,250,Active,"2023-01-01",0
2053,itnEP1,Business,250,Cancelled,"2023-01-01",5
2054,bpelWu,Roam,80,Active,"2023-01-01",10
2055,"15gKej",Mini,50,Cancelled,"2023-01-01",20
2056,zlwY67,Business,250,Active,"2023-01-01",0
2057,NvlMXa,Roam,80,Active,"2023-01-01",5
2058,exZUtP,Residential,120,Active,"2023-01-01",10
2059,XJ4pmC,Residential,120,Cancelled,"2023-01-01",20
2060,zsouB0,Roam,80,Active,"2023-01-01",0
2061,"0bsM4S",Residential,120,Active,"2023-01-01",5
2062,DYdisc,Residential,120,Active,"2023-01-01",10
2063,MGwjjQ,Residential,120,Paused,"2023-01-01",20
2064,"7Gt546",Residential,120,Active,"2023-01-01",0
2065,ImhqPe,Residential,120,Active,"2023-01-01",5
2066,JJByVK,Residential,120,Active,"2023-01-01",10
2067,NwGTR8,Residential,120,Active,"2023-01-01",20
2068,lFevwI,Roam,80,Active,"2023-01-01",0
2069,"2VKKHB",Business,250,Active,"2023-01-01",5
2070,ZpTg5J,Mini,50,Active,"2023-01-01",10
2071,mQeO6b,Roam,80,Active,"2023-01-01",20
2072,qubD9T,Business,250,Active,"2023-01-01",0
2073,"2fFr6w",Business,250,Active,"2023-01-01",5
2074,uesKmQ,Roam,80,Paused,"2023-01-01",10
2075,BW8BbC,Residential,120,Paused,"2023-01-01",20
2076,hnuyRi,Residential,120,Active,"2023-01-01",0
2077,URyBCS,Residential,120,Active,"2023-01-01",5
2078,"85FRBt",Residential,120,Cancelled,"2023-01-01",10
2079,FdNIh7,Residential,120,Cancelled,"2023-01-01",20
2080,"3f84I7",Residential,120,Active,"2023-01-01",0
2081,O2O30z,Residential,120,Active,"2023-01-01",5
2082,pxaUKs,Residential,120,Active,"2023-01-01",10
2083,QkSCuL,Residential,120,Paused,"2023-01-01",20
2084,bqopwt,Roam,80,Cancelled,"2023-01-01",0
2085,DKXOWm,Roam,80,Active,"2023-01-01",5
2086,UpXPYX,Residential,120,Active,"2023-01-01",10
2087,"1UfZqq",Residential,120,Active,"2023-01-01",20
2088,"8JaYb3",Business,250,Active,"2023-01-01",0
2089,irp0AU,Business,250,Cancelled,"2023-01-01",5
2090,"7PGKeS",Residential,120,Active,"2023-01-01",10
2091,SUk8hT,Residential,120,Active,"2023-01-01",20
2092,CEJiPF,Roam,80,Active,"2023-01-01",0
2093,"3nRvRm",Residential,120,Active,"2023-01-01",5
2094,tTze4m,Business,250,Active,"2023-01-01",10
2095,U54NbK,Roam,80,Active,"2023-01-01",20
2096,"4qbP8r",Residential,120,Active,"2023-01-01",0
2097,tbzG03,Roam,80,Active,"2023-01-01",5
2098,gTtrf8,Residential,120,Paused,"2023-01-01",10
2099,v6OOdw,Roam,80,Active,"2023-01-01",20
2100,llI1DA,Business,250,Cancelled,"2023-01-01",0
2101,hREEej,Residential,120,Active,"2023-01-01",5
2102,nzOqcK,Business,250,Active,"2023-01-01",10
2103,"6cyEXr",Residential,120,Paused,"2023-01-01",20
2104,"5RBDjl",Residential,120,Active,"2023-01-01",0
2105,WQ2tYi,Residential,120,Active,"2023-01-01",5
2106,xX2Mv6,Residential,120,Active,"2023-01-01",10
2107,Laj4QG,Residential,120,Active,"2023-01-01",20
2108,UTAqh6,Residential,120,Cancelled,"2023-01-01",0
2109,uw8HtQ,Residential,120,Active,"2023-01-01",5
2110,T6TKsZ,Residential,120,Paused,"2023-01-01",10
2111,iyXH7i,Business,250,Active,"2023-01-01",20
2112,"7gWHxW",Residential,120,Cancelled,"2023-01-01",0
2113,PhpbOK,Mini,50,Active,"2023-01-01",5
2114,m5ml0A,Mini,50,Active,"2023-01-01",10
2115,CtlRJo,Roam,80,Cancelled,"2023-01-01",20
2116,qHM5Hf,Roam,80,Paused,"2023-01-01",0
2117,mBGvBs,Roam,80,Active,"2023-01-01",5
2118,Q9CRy6,Residential,120,Cancelled,"2023-01-01",10
2119,mm0VCr,Residential,120,Cancelled,"2023-01-01",20
2120,RmfL2z,Residential,120,Active,"2023-01-01",0
2121,KUcRBN,Mini,50,Active,"2023-01-01",5
2122,MmKyRm,Residential,120,Active,"2023-01-01",10
2123,qXB7f1,Residential,120,Active,"2023-01-01",20
2124,"1uD8Hq",Residential,120,Active,"2023-01-01",0
2125,eXTuFr,Residential,120,Active,"2023-01-01",5
2126,Vt5rix,Roam,80,Active,"2023-01-01",10
2127,"1J7Pt8",Residential,120,Active,"2023-01-01",20
2128,VYCLcw,Residential,120,Active,"2023-01-01",0
2129,i7deay,Residential,120,Active,"2023-01-01",5
2130,"9PhfXb",Mini,50,Active,"2023-01-01",10
2131,c2mFHG,Mini,50,Active,"2023-01-01",20
2132,hK4OlR,Mini,50,Active,"2023-01-01",0
2133,yoIfUb,Mini,50,Active,"2023-01-01",5
2134,ft75OA,Residential,120,Active,"2023-01-01",10
2135,"1cG0rI",Business,250,Active,"2023-01-01",20
2136,c7gvVb,Residential,120,Active,"2023-01-01",0
2137,ghL5px,Residential,120,Active,"2023-01-01",5
2138,JAXX9i,Business,250,Active,"2023-01-01",10
2139,"1scYAr",Residential,120,Active,"2023-01-01",20
2140,PKY6go,Residential,120,Active,"2023-01-01",0
2141,tEfuRK,Residential,120,Active,"2023-01-01",5
2142,YBczEd,Residential,120,Cancelled,"2023-01-01",10
2143,w8j5Da,Mini,50,Active,"2023-01-01",20
2144,p4oSKa,Residential,120,Active,"2023-01-01",0
2145,SfQ25V,Roam,80,Paused,"2023-01-01",5
2146,"2vfCkR",Residential,120,Active,"2023-01-01",10
2147,"0BUDEV",Roam,80,Active,"2023-01-01",20
2148,mH5JlL,Residential,120,Cancelled,"2023-01-01",0
2149,"8PAfaO",Residential,120,Active,"2023-01-01",5
2150,IFAPbW,Roam,80,Active,"2023-01-01",10
2151,"5UHi6R",Residential,120,Active,"2023-01-01",20
2152,Bvwi7q,Residential,120,Paused,"2023-01-01",0
2153,UqXacu,Residential,120,Active,"2023-01-01",5
2154,F52itG,Mini,50,Active,"2023-01-01",10
2155,rwU6Us,Residential,120,Active,"2023-01-01",20
2156,OlPLKT,Residential,120,Active,"2023-01-01",0
2157,z97ocz,Residential,120,Active,"2023-01-01",5
2158,GNXX9W,Residential,120,Active,"2023-01-01",10
2159,bAccCm,Mini,50,Cancelled,"2023-01-01",20
2160,njJhR3,Business,250,Active,"2023-01-01",0
2161,"3qwFeR",Residential,120,Active,"2023-01-01",5
2162,raD9zN,Residential,120,Active,"2023-01-01",10
2163,dsyw2i,Residential,120,Active,"2023-01-01",20
2164,F5NRjN,Residential,120,Active,"2023-01-01",0
2165,eAVPcZ,Residential,120,Active,"2023-01-01",5
2166,rbyYjB,Residential,120,Paused,"2023-01-01",10
2167,"6T9Ce1",Mini,50,Active,"2023-01-01",20
2168,Nmp0NJ,Residential,120,Active,"2023-01-01",0
2169,"7vYEst",Roam,80,Active,"2023-01-01",5
2170,"0HkLOr",Roam,80,Active,"2023-01-01",10
2171,kT55lQ,Residential,120,Active,"2023-01-01",20
2172,lFDTBC,Residential,120,Paused,"2023-01-01",0
2173,RhFJ0k,Residential,120,Active,"2023-01-01",5
2174,XYNBAu,Roam,80,Active,"2023-01-01",10
2175,"776Gui",Residential,120,Cancelled,"2023-01-01",20
2176,uY8fk1,Business,250,Paused,"2023-01-01",0
2177,Z5oeSt,Residential,120,Paused,"2023-01-01",5
2178,"3TaTEP",Residential,120,Active,"2023-01-01",10
2179,SW6wE4,Residential,120,Active,"2023-01-01",20
2180,TIqlLe,Residential,120,Active,"2023-01-01",0
2181,nRE0IE,Residential,120,Active,"2023-01-01",5
2182,lseAzA,Residential,120,Active,"2023-01-01",10
2183,"24lM9c",Residential,120,Active,"2023-01-01",20
2184,dgzUyP,Residential,120,Cancelled,"2023-01-01",0
2185,"47J0Xo",Residential,120,Active,"2023-01-01",5
2186,"9XFrA6",Residential,120,Active,"2023-01-01",10
2187,F7DW71,Business,250,Active,"2023-01-01",20
2188,PC7CfG,Residential,120,Paused,"2023-01-01",0
2189,OS3JrU,Mini,50,Active,"2023-01-01",5
2190,AkMUTq,Roam,80,Active,"2023-01-01",10
2191,Rt8eZA,Residential,120,Active,"2023-01-01",20
2192,cuALD5,Residential,120,Active,"2023-01-01",0
2193,DTW0uB,Roam,80,Active,"2023-01-01",5
2194,dTZVLk,Residential,120,Active,"2023-01-01",10
2195,eHAKgL,Roam,80,Cancelled,"2023-01-01",20
2196,oUf0fu,Residential,120,Paused,"2023-01-01",0
2197,AjOo2x,Residential,120,Paused,"2023-01-01",5
2198,TwVfq4,Residential,120,Paused,"2023-01-01",10
2199,gdtigy,Roam,80,Active,"2023-01-01",20
2200,KEx6tA,Business,250,Cancelled,"2023-01-01",0
2201,sqjdte,Roam,80,Active,"2023-01-01",5
2202,"78CizR",Roam,80,Active,"2023-01-01",10
2203,k5wigo,Roam,80,Active,"2023-01-01",20
2204,VTcF4H,Business,250,Active,"2023-01-01",0
2205,anSb9I,Residential,120,Active,"2023-01-01",5
2206,E7ouoW,Mini,50,Active,"2023-01-01",10
2207,TWNBsC,Mini,50,Active,"2023-01-01",20
2208,vOuKR0,Mini,50,Paused,"2023-01-01",0
2209,PvQs74,Business,250,Active,"2023-01-01",5
2210,hnB0TY,Residential,120,Active,"2023-01-01",10
2211,sAOapv,Residential,120,Active,"2023-01-01",20
2212,D1aN7q,Roam,80,Active,"2023-01-01",0
2213,cne9le,Residential,120,Active,"2023-01-01",5
2214,"6FzzpH",Residential,120,Active,"2023-01-01",10
2215,OWZWYB,Roam,80,Active,"2023-01-01",20
2216,x2WL17,Roam,80,Active,"2023-01-01",0
2217,qSMPpP,Residential,120,Active,"2023-01-01",5
2218,D5fzQk,Residential,120,Cancelled,"2023-01-01",10
2219,gnpmBF,Roam,80,Active,"2023-01-01",20
2220,ZEvRw1,Residential,120,Active,"2023-01-01",0
2221,GYG5e4,Residential,120,Active,"2023-01-01",5
2222,gDg4zg,Roam,80,Cancelled,"2023-01-01",10
2223,"2nDaGE",Residential,120,Active,"2023-01-01",20
2224,"84hN7X",Business,250,Active,"2023-01-01",0
2225,K3GlAZ,Residential,120,Active,"2023-01-01",5
2226,bOAkPq,Residential,120,Active,"2023-01-01",10
2227,"0aYF7A",Roam,80,Active,"2023-01-01",20
2228,AOp9dj,Residential,120,Active,"2023-01-01",0
2229,DvDQR4,Residential,120,Cancelled,"2023-01-01",5
2230,GML2Cg,Residential,120,Active,"2023-01-01",10
2231,"4MrtOW",Residential,120,Cancelled,"2023-01-01",20
2232,YIysSp,Mini,50,Active,"2023-01-01",0
2233,kzdDr1,Residential,120,Active,"2023-01-01",5
2234,ZaqvvJ,Residential,120,Active,"2023-01-01",10
2235,"5RKwbo",Residential,120,Active,"2023-01-01",20
2236,MrzyfL,Residential,120,Active,"2023-01-01",0
2237,h8LojI,Roam,80,Paused,"2023-01-01",5
2238,BBDntI,Roam,80,Active,"2023-01-01",10
2239,OLH1ZW,Residential,120,Active,"2023-01-01",20
2240,bLgXOw,Residential,120,Cancelled,"2023-01-01",0
2241,BwRbGR,Residential,120,Active,"2023-01-01",5
2242,qevKPc,Residential,120,Active,"2023-01-01",10
2243,"7L4EDQ",Residential,120,Paused,"2023-01-01",20
2244,lbCmfd,Residential,120,Active,"2023-01-01",0
2245,ZQuF4b,Residential,120,Active,"2023-01-01",5
2246,NA9pOn,Residential,120,Active,"2023-01-01",10
2247,sxu07s,Business,250,Active,"2023-01-01",20
2248,SClWXg,Business,250,Cancelled,"2023-01-01",0
2249,GTGbSN,Residential,120,Active,"2023-01-01",5
2250,L3gfgW,Residential,120,Active,"2023-01-01",10
2251,Chnfdi,Residential,120,Active,"2023-01-01",20
2252,"2cNaix",Mini,50,Active,"2023-01-01",0
2253,FqCbUB,Roam,80,Active,"2023-01-01",5
2254,"6KYuUY",Roam,80,Active,"2023-01-01",10
2255,Qb6gbt,Residential,120,Paused,"2023-01-01",20
2256,NsSv9W,Residential,120,Paused,"2023-01-01",0
2257,nKCnSg,Residential,120,Active,"2023-01-01",5
2258,FNOrCH,Residential,120,Cancelled,"2023-01-01",10
2259,igT5GZ,Residential,120,Active,"2023-01-01",20
2260,"5uwfIo",Residential,120,Active,"2023-01-01",0
2261,FTgOui,Roam,80,Paused,"2023-01-01",5
2262,O0Sl6k,Roam,80,Active,"2023-01-01",10
2263,VBTcCV,Business,250,Cancelled,"2023-01-01",20
2264,qSU9zM,Residential,120,Active,"2023-01-01",0
2265,t9h9RD,Mini,50,Active,"2023-01-01",5
2266,J0pxXr,Residential,120,Paused,"2023-01-01",10
2267,"5NZcCM",Residential,120,Active,"2023-01-01",20
2268,wIdRYw,Roam,80,Active,"2023-01-01",0
2269,EIBnyy,Residential,120,Active,"2023-01-01",5
2270,"3HyvbH",Mini,50,Active,"2023-01-01",10
2271,jxrzuL,Residential,120,Active,"2023-01-01",20
2272,SLMg6l,Residential,120,Active,"2023-01-01",0
2273,MhgwQb,Mini,50,Paused,"2023-01-01",5
2274,vfXk2a,Business,250,Paused,"2023-01-01",10
2275,ztccdU,Roam,80,Active,"2023-01-01",20
2276,T84xfl,Roam,80,Active,"2023-01-01",0
2277,mQ8sgz,Residential,120,Active,"2023-01-01",5
2278,GQNWeb,Residential,120,Active,"2023-01-01",10
2279,ctb8Uq,Residential,120,Active,"2023-01-01",20
2280,cYSZTS,Residential,120,Active,"2023-01-01",0
2281,o8iPcx,Residential,120,Cancelled,"2023-01-01",5
2282,o2DRbx,Roam,80,Paused,"2023-01-01",10
2283,"8pIx5F",Mini,50,Active,"2023-01-01",20
2284,x6bW7S,Residential,120,Active,"2023-01-01",0
2285,Xv5jek,Business,250,Paused,"2023-01-01",5
2286,"8VbRmS",Residential,120,Paused,"2023-01-01",10
2287,CcM355,Residential,120,Cancelled,"2023-01-01",20
2288,nuzM1A,Residential,120,Active,"2023-01-01",0
2289,qk0tb1,Residential,120,Active,"2023-01-01",5
2290,F0i5xo,Residential,120,Active,"2023-01-01",10
2291,Rej3as,Residential,120,Paused,"2023-01-01",20
2292,WlTi5n,Residential,120,Active,"2023-01-01",0
2293,OrWXAQ,Roam,80,Active,"2023-01-01",5
2294,HDWViq,Residential,120,Active,"2023-01-01",10
2295,Spbgvr,Roam,80,Cancelled,"2023-01-01",20
2296,Zr20ZU,Roam,80,Cancelled,"2023-01-01",0
2297,yqZv07,Residential,120,Active,"2023-01-01",5
2298,hEQ50E,Mini,50,Active,"2023-01-01",10
2299,Rl3gtv,Roam,80,Active,"2023-01-01",20
2300,Dx2QJw,Residential,120,Active,"2023-01-01",0
2301,"9fNzCW",Residential,120,Active,"2023-01-01",5
2302,H2Fb31,Mini,50,Active,"2023-01-01",10
2303,YzH1D2,Roam,80,Active,"2023-01-01",20
2304,VuUL49,Residential,120,Active,"2023-01-01",0
2305,N65ldq,Residential,120,Paused,"2023-01-01",5
2306,JHjhjR,Business,250,Active,"2023-01-01",10
2307,oreogr,Residential,120,Active,"2023-01-01",20
2308,TpLVll,Residential,120,Active,"2023-01-01",0
2309,vpyRkP,Roam,80,Cancelled,"2023-01-01",5
2310,M38UR8,Mini,50,Active,"2023-01-01",10
2311,rK7xna,Residential,120,Active,"2023-01-01",20
2312,"1lEy9O",Roam,80,Active,"2023-01-01",0
2313,Wjtvwa,Residential,120,Active,"2023-01-01",5
